s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 9.000E+001, 7.270E+001, 5.597E+001, 3.563E+001, 2.644E+001, 2.563E+001, 2.599E+001, 2.631E+001, 2.707E+001, 2.811E+001, 1.847E+001, 6.779E+001, 7.947E+001, 6.143E+001, 4.021E+001, 2.788E+001, 2.402E+001, 2.391E+001, 2.409E+001, 2.444E+001, 2.473E+001, 1.894E+001, 1.589E+002, 1.713E+002, 1.592E+002, 1.526E+002, 1.557E+002, 1.673E+002, 1.872E+002, 1.981E+002, 2.237E+002, 2.561E+002, 1.811E+001, 3.517E+001, 4.245E+001, 2.998E+001, 2.023E+001, 1.974E+001, 1.895E+001, 1.869E+001, 1.867E+001, 1.874E+001, 1.883E+001, 1.039E+002, 1.035E+002, 1.045E+002, 1.063E+002, 1.089E+002, 1.118E+002, 1.115E+002, 9.157E+001, 1.175E+002, 9.636E+001, 7.286E+001, 8.676E+001, 1.020E+002, 8.657E+001, 7.942E+001, 7.477E+001, 8.716E+001, 9.158E+001, 7.312E+001, 6.280E+001, 7.623E+001, 7.174E+001, 6.815E+001, 1.096E+002, 7.854E+001, 6.268E+001, 7.851E+001, 6.471E+001, 9.616E+001, 5.262E+001, 6.095E+001, 6.017E+001, 5.497E+001, 4.807E+001, 5.164E+001, 5.159E+001, 4.668E+001, 2.066E-001, 3.941E-004, 2.971E-008, 1.888E-001, 7.544E-003, 2.246E-005, 4.000E+000
 1.000E+002, 6.039E+001, 4.999E+001, 3.087E+001, 2.335E+001, 2.333E+001, 2.362E+001, 2.383E+001, 2.451E+001, 2.525E+001, 1.880E+001, 6.259E+001, 7.200E+001, 6.480E+001, 5.130E+001, 3.880E+001, 3.148E+001, 2.726E+001, 2.645E+001, 2.588E+001, 2.492E+001, 1.969E+001, 1.356E+002, 1.446E+002, 1.383E+002, 1.395E+002, 1.482E+002, 1.629E+002, 1.839E+002, 1.962E+002, 2.257E+002, 2.634E+002, 1.819E+001, 3.462E+001, 4.005E+001, 2.885E+001, 2.004E+001, 1.915E+001, 1.871E+001, 1.856E+001, 1.856E+001, 1.860E+001, 1.868E+001, 8.277E+001, 8.181E+001, 8.403E+001, 8.571E+001, 8.914E+001, 8.925E+001, 9.119E+001, 7.003E+001, 8.781E+001, 9.006E+001, 7.158E+001, 7.554E+001, 8.336E+001, 7.423E+001, 6.900E+001, 7.434E+001, 8.110E+001, 7.460E+001, 6.643E+001, 6.325E+001, 6.827E+001, 6.616E+001, 5.657E+001, 9.431E+001, 7.484E+001, 6.351E+001, 6.685E+001, 5.986E+001, 8.305E+001, 5.323E+001, 5.788E+001, 5.767E+001, 5.356E+001, 4.474E+001, 4.924E+001, 5.009E+001, 4.739E+001, 2.065E-001, 4.104E-004, 8.126E-008, 1.931E-001, 5.938E-003, 1.742E-005, 4.000E+000
 1.100E+002, 5.867E+001, 4.766E+001, 3.193E+001, 2.363E+001, 2.376E+001, 2.418E+001, 2.449E+001, 2.523E+001, 2.592E+001, 1.921E+001, 6.334E+001, 6.765E+001, 5.628E+001, 3.867E+001, 3.271E+001, 3.267E+001, 3.195E+001, 3.122E+001, 2.970E+001, 2.759E+001, 2.068E+001, 1.218E+002, 1.148E+002, 1.073E+002, 1.008E+002, 1.017E+002, 1.098E+002, 1.229E+002, 1.326E+002, 1.520E+002, 1.734E+002, 1.830E+001, 3.359E+001, 3.581E+001, 2.512E+001, 1.927E+001, 1.876E+001, 1.861E+001, 1.852E+001, 1.855E+001, 1.858E+001, 1.866E+001, 8.209E+001, 8.156E+001, 8.035E+001, 8.069E+001, 8.100E+001, 7.978E+001, 7.849E+001, 6.619E+001, 7.308E+001, 9.186E+001, 8.408E+001, 7.063E+001, 6.940E+001, 7.625E+001, 7.778E+001, 6.432E+001, 7.157E+001, 6.906E+001, 6.602E+001, 5.577E+001, 6.147E+001, 5.571E+001, 5.150E+001, 8.254E+001, 6.590E+001, 5.867E+001, 5.865E+001, 5.303E+001, 9.052E+001, 4.855E+001, 5.284E+001, 4.699E+001, 4.552E+001, 4.280E+001, 4.595E+001, 4.490E+001, 4.210E+001, 2.069E-001, 4.025E-004, 5.438E-008, 1.901E-001, 7.167E-003, 2.128E-005, 4.000E+000
 1.200E+002, 6.751E+001, 5.469E+001, 3.594E+001, 2.596E+001, 2.467E+001, 2.504E+001, 2.536E+001, 2.624E+001, 2.732E+001, 1.969E+001, 6.363E+001, 6.320E+001, 4.934E+001, 3.151E+001, 2.592E+001, 2.640E+001, 2.660E+001, 2.675E+001, 2.679E+001, 2.684E+001, 2.186E+001, 1.234E+002, 1.296E+002, 1.250E+002, 1.210E+002, 1.251E+002, 1.343E+002, 1.479E+002, 1.565E+002, 1.756E+002, 1.998E+002, 1.843E+001, 3.624E+001, 4.317E+001, 2.835E+001, 1.921E+001, 1.873E+001, 1.864E+001, 1.856E+001, 1.858E+001, 1.862E+001, 1.869E+001, 8.905E+001, 9.103E+001, 9.250E+001, 9.276E+001, 9.470E+001, 9.656E+001, 9.876E+001, 7.288E+001, 6.807E+001, 8.797E+001, 7.596E+001, 7.500E+001, 7.963E+001, 8.255E+001, 7.155E+001, 7.612E+001, 8.330E+001, 6.831E+001, 6.125E+001, 6.920E+001, 6.446E+001, 5.863E+001, 4.811E+001, 8.115E+001, 8.177E+001, 7.070E+001, 6.302E+001, 5.268E+001, 8.363E+001, 5.227E+001, 4.915E+001, 4.517E+001, 4.367E+001, 4.486E+001, 4.152E+001, 4.081E+001, 4.033E+001, 2.070E-001, 4.069E-004, 6.743E-008, 1.907E-001, 6.894E-003, 2.042E-005, 4.000E+000
 1.300E+002, 7.188E+001, 5.760E+001, 3.526E+001, 2.687E+001, 2.480E+001, 2.515E+001, 2.553E+001, 2.657E+001, 2.822E+001, 2.020E+001, 6.335E+001, 6.562E+001, 5.113E+001, 3.223E+001, 2.722E+001, 2.610E+001, 2.587E+001, 2.589E+001, 2.583E+001, 2.614E+001, 2.314E+001, 1.261E+002, 1.401E+002, 1.341E+002, 1.297E+002, 1.339E+002, 1.483E+002, 1.651E+002, 1.752E+002, 2.031E+002, 2.412E+002, 1.859E+001, 3.635E+001, 4.022E+001, 2.772E+001, 1.968E+001, 1.878E+001, 1.863E+001, 1.856E+001, 1.856E+001, 1.863E+001, 1.872E+001, 8.980E+001, 9.071E+001, 9.392E+001, 9.436E+001, 9.455E+001, 9.533E+001, 9.672E+001, 7.395E+001, 7.449E+001, 9.227E+001, 7.961E+001, 7.711E+001, 8.702E+001, 8.129E+001, 7.464E+001, 7.531E+001, 8.416E+001, 6.276E+001, 5.997E+001, 6.719E+001, 6.869E+001, 5.111E+001, 4.681E+001, 8.678E+001, 8.054E+001, 7.146E+001, 6.318E+001, 4.586E+001, 8.763E+001, 5.643E+001, 5.281E+001, 4.349E+001, 4.028E+001, 4.662E+001, 3.868E+001, 3.955E+001, 3.811E+001, 2.068E-001, 4.209E-004, 1.119E-007, 1.892E-001, 7.436E-003, 2.212E-005, 4.000E+000
 1.400E+002, 7.373E+001, 6.303E+001, 4.397E+001, 3.494E+001, 2.893E+001, 2.761E+001, 2.753E+001, 2.981E+001, 3.236E+001, 2.073E+001, 6.472E+001, 6.708E+001, 5.477E+001, 3.409E+001, 2.618E+001, 2.411E+001, 2.397E+001, 2.403E+001, 2.450E+001, 2.531E+001, 2.446E+001, 1.186E+002, 1.163E+002, 1.078E+002, 1.028E+002, 1.041E+002, 1.097E+002, 1.185E+002, 1.235E+002, 1.389E+002, 1.576E+002, 1.876E+001, 3.727E+001, 4.437E+001, 3.082E+001, 2.100E+001, 1.958E+001, 1.876E+001, 1.858E+001, 1.857E+001, 1.863E+001, 1.867E+001, 1.038E+002, 1.029E+002, 1.016E+002, 1.018E+002, 1.034E+002, 1.042E+002, 1.033E+002, 6.408E+001, 6.841E+001, 8.350E+001, 7.192E+001, 7.402E+001, 8.225E+001, 8.289E+001, 7.129E+001, 7.564E+001, 8.575E+001, 8.075E+001, 6.686E+001, 6.760E+001, 7.251E+001, 5.941E+001, 4.093E+001, 8.240E+001, 8.026E+001, 7.369E+001, 6.601E+001, 4.706E+001, 7.937E+001, 6.217E+001, 6.075E+001, 4.703E+001, 3.271E+001, 4.935E+001, 4.892E+001, 4.084E+001, 3.108E+001, 2.070E-001, 4.002E-004, 4.633E-008, 1.901E-001, 7.069E-003, 2.097E-005, 4.000E+000
 1.500E+002, 7.407E+001, 5.744E+001, 3.936E+001, 2.971E+001, 2.648E+001, 2.542E+001, 2.543E+001, 2.675E+001, 2.812E+001, 2.126E+001, 6.405E+001, 6.704E+001, 5.356E+001, 3.355E+001, 2.614E+001, 2.460E+001, 2.488E+001, 2.539E+001, 2.613E+001, 2.703E+001, 2.577E+001, 1.285E+002, 1.483E+002, 1.438E+002, 1.487E+002, 1.639E+002, 1.837E+002, 2.091E+002, 2.252E+002, 2.638E+002, 3.131E+002, 1.893E+001, 3.797E+001, 4.549E+001, 3.171E+001, 2.042E+001, 1.919E+001, 1.885E+001, 1.860E+001, 1.856E+001, 1.861E+001, 1.871E+001, 9.781E+001, 9.829E+001, 9.898E+001, 9.872E+001, 9.956E+001, 9.956E+001, 1.011E+002, 6.577E+001, 7.127E+001, 9.097E+001, 7.323E+001, 7.451E+001, 9.143E+001, 7.713E+001, 7.655E+001, 7.594E+001, 8.841E+001, 8.230E+001, 6.565E+001, 6.530E+001, 7.543E+001, 6.259E+001, 4.764E+001, 9.247E+001, 7.939E+001, 7.142E+001, 6.814E+001, 5.034E+001, 8.510E+001, 5.864E+001, 6.545E+001, 5.056E+001, 3.111E+001, 5.168E+001, 5.494E+001, 4.374E+001, 3.035E+001, 2.071E-001, 3.941E-004, 2.646E-008, 1.899E-001, 7.230E-003, 2.147E-005, 4.000E+000
 1.600E+002, 6.950E+001, 5.657E+001, 3.815E+001, 2.845E+001, 2.479E+001, 2.368E+001, 2.342E+001, 2.364E+001, 2.439E+001, 2.179E+001, 6.167E+001, 6.219E+001, 5.345E+001, 3.330E+001, 2.460E+001, 2.449E+001, 2.529E+001, 2.560E+001, 2.603E+001, 2.622E+001, 2.704E+001, 1.215E+002, 1.320E+002, 1.262E+002, 1.267E+002, 1.316E+002, 1.404E+002, 1.575E+002, 1.656E+002, 1.869E+002, 2.166E+002, 1.912E+001, 3.717E+001, 4.142E+001, 2.858E+001, 2.014E+001, 1.882E+001, 1.876E+001, 1.861E+001, 1.860E+001, 1.875E+001, 1.894E+001, 8.425E+001, 8.653E+001, 8.960E+001, 8.905E+001, 8.856E+001, 8.790E+001, 8.762E+001, 6.272E+001, 7.651E+001, 8.735E+001, 7.429E+001, 7.219E+001, 7.983E+001, 7.032E+001, 6.765E+001, 6.962E+001, 7.826E+001, 6.740E+001, 5.728E+001, 6.378E+001, 7.052E+001, 5.188E+001, 4.446E+001, 8.627E+001, 7.467E+001, 6.725E+001, 6.624E+001, 4.825E+001, 7.832E+001, 5.925E+001, 6.266E+001, 4.507E+001, 3.042E+001, 5.293E+001, 5.304E+001, 3.751E+001, 2.683E+001, 2.070E-001, 3.953E-004, 3.088E-008, 1.907E-001, 6.823E-003, 2.020E-005, 4.000E+000
 1.700E+002, 7.047E+001, 5.741E+001, 3.726E+001, 2.850E+001, 2.492E+001, 2.385E+001, 2.386E+001, 2.428E+001, 2.516E+001, 2.230E+001, 6.385E+001, 6.488E+001, 5.375E+001, 3.803E+001, 2.900E+001, 2.629E+001, 2.557E+001, 2.486E+001, 2.475E+001, 2.490E+001, 2.825E+001, 1.194E+002, 1.221E+002, 1.130E+002, 1.037E+002, 1.032E+002, 1.075E+002, 1.162E+002, 1.214E+002, 1.308E+002, 1.497E+002, 1.932E+001, 3.536E+001, 3.276E+001, 2.433E+001, 1.978E+001, 1.926E+001, 1.931E+001, 1.934E+001, 1.939E+001, 1.947E+001, 1.950E+001, 8.663E+001, 8.760E+001, 9.058E+001, 8.928E+001, 8.683E+001, 8.459E+001, 8.077E+001, 6.767E+001, 7.802E+001, 9.048E+001, 7.679E+001, 6.775E+001, 6.780E+001, 8.278E+001, 7.267E+001, 6.448E+001, 7.411E+001, 7.242E+001, 6.223E+001, 5.555E+001, 6.903E+001, 5.948E+001, 5.017E+001, 7.759E+001, 6.612E+001, 5.889E+001, 6.522E+001, 5.063E+001, 8.896E+001, 5.227E+001, 6.077E+001, 5.183E+001, 4.170E+001, 4.892E+001, 5.273E+001, 4.340E+001, 3.588E+001, 2.069E-001, 3.968E-004, 3.659E-008, 1.872E-001, 8.011E-003, 2.393E-005, 4.000E+000
 1.800E+002, 7.681E+001, 6.485E+001, 4.629E+001, 3.670E+001, 3.043E+001, 2.758E+001, 2.669E+001, 2.580E+001, 2.647E+001, 2.280E+001, 6.469E+001, 6.666E+001, 5.470E+001, 3.793E+001, 2.680E+001, 2.478E+001, 2.462E+001, 2.462E+001, 2.494E+001, 2.531E+001, 2.939E+001, 1.144E+002, 1.147E+002, 1.050E+002, 9.618E+001, 9.614E+001, 9.769E+001, 9.995E+001, 1.029E+002, 1.092E+002, 1.187E+002, 1.952E+001, 3.601E+001, 3.342E+001, 2.338E+001, 1.980E+001, 1.959E+001, 1.950E+001, 1.956E+001, 1.955E+001, 1.946E+001, 1.936E+001, 9.398E+001, 9.350E+001, 9.306E+001, 9.204E+001, 8.967E+001, 8.887E+001, 8.708E+001, 6.151E+001, 6.142E+001, 8.531E+001, 6.526E+001, 6.049E+001, 5.917E+001, 7.624E+001, 7.013E+001, 6.541E+001, 7.779E+001, 7.679E+001, 6.422E+001, 6.018E+001, 6.892E+001, 6.514E+001, 5.374E+001, 6.505E+001, 7.085E+001, 6.480E+001, 6.748E+001, 5.859E+001, 8.563E+001, 5.717E+001, 6.208E+001, 5.801E+001, 4.704E+001, 5.168E+001, 5.374E+001, 5.069E+001, 4.244E+001, 2.069E-001, 4.109E-004, 8.038E-008, 1.886E-001, 7.415E-003, 2.206E-005, 4.000E+000
 1.900E+002, 8.107E+001, 6.406E+001, 4.067E+001, 3.043E+001, 2.788E+001, 2.603E+001, 2.578E+001, 2.573E+001, 2.671E+001, 2.328E+001, 6.491E+001, 6.809E+001, 5.695E+001, 3.476E+001, 2.441E+001, 2.317E+001, 2.332E+001, 2.354E+001, 2.399E+001, 2.477E+001, 3.047E+001, 1.246E+002, 1.477E+002, 1.417E+002, 1.435E+002, 1.514E+002, 1.654E+002, 1.833E+002, 1.933E+002, 2.189E+002, 2.472E+002, 1.972E+001, 3.690E+001, 3.805E+001, 2.574E+001, 1.977E+001, 1.931E+001, 1.908E+001, 1.921E+001, 1.935E+001, 1.950E+001, 1.967E+001, 9.900E+001, 9.986E+001, 1.002E+002, 9.989E+001, 9.872E+001, 9.912E+001, 9.543E+001, 7.803E+001, 8.039E+001, 8.913E+001, 6.835E+001, 7.110E+001, 7.939E+001, 7.783E+001, 6.875E+001, 6.689E+001, 8.103E+001, 8.700E+001, 6.627E+001, 6.184E+001, 7.181E+001, 7.176E+001, 5.207E+001, 7.942E+001, 7.252E+001, 6.658E+001, 6.821E+001, 6.524E+001, 8.289E+001, 5.759E+001, 6.187E+001, 6.145E+001, 4.770E+001, 5.223E+001, 5.300E+001, 5.387E+001, 4.314E+001, 2.074E-001, 3.896E-004, 1.111E-008, 1.863E-001, 8.327E-003, 2.492E-005, 4.000E+000
 2.000E+002, 6.650E+001, 5.313E+001, 3.638E+001, 2.985E+001, 2.635E+001, 2.484E+001, 2.445E+001, 2.433E+001, 2.501E+001, 2.374E+001, 6.433E+001, 7.190E+001, 5.938E+001, 3.721E+001, 2.515E+001, 2.363E+001, 2.393E+001, 2.436E+001, 2.471E+001, 2.563E+001, 3.147E+001, 1.227E+002, 1.335E+002, 1.309E+002, 1.347E+002, 1.407E+002, 1.524E+002, 1.710E+002, 1.810E+002, 2.043E+002, 2.283E+002, 1.992E+001, 3.530E+001, 3.136E+001, 2.352E+001, 2.045E+001, 2.051E+001, 2.064E+001, 2.078E+001, 2.086E+001, 2.092E+001, 2.103E+001, 8.976E+001, 8.852E+001, 8.932E+001, 8.930E+001, 8.722E+001, 8.717E+001, 8.769E+001, 6.872E+001, 8.426E+001, 9.511E+001, 7.656E+001, 7.331E+001, 7.814E+001, 7.815E+001, 7.448E+001, 6.746E+001, 7.679E+001, 8.054E+001, 7.101E+001, 5.840E+001, 6.499E+001, 6.493E+001, 5.199E+001, 8.643E+001, 7.149E+001, 6.236E+001, 6.649E+001, 5.751E+001, 9.089E+001, 4.889E+001, 5.620E+001, 5.633E+001, 5.069E+001, 4.577E+001, 4.939E+001, 4.959E+001, 4.365E+001, 2.073E-001, 3.887E-004, 8.668E-009, 1.904E-001, 6.910E-003, 2.047E-005, 4.000E+000
 2.100E+002, 6.873E+001, 5.563E+001, 3.781E+001, 3.268E+001, 3.092E+001, 2.928E+001, 2.867E+001, 2.724E+001, 2.681E+001, 2.418E+001, 6.481E+001, 6.430E+001, 5.481E+001, 3.969E+001, 3.099E+001, 2.455E+001, 2.419E+001, 2.452E+001, 2.479E+001, 2.517E+001, 3.240E+001, 1.216E+002, 1.306E+002, 1.210E+002, 1.153E+002, 1.163E+002, 1.234E+002, 1.355E+002, 1.440E+002, 1.633E+002, 1.830E+002, 2.011E+001, 3.457E+001, 2.926E+001, 2.298E+001, 2.143E+001, 2.133E+001, 2.127E+001, 2.120E+001, 2.116E+001, 2.110E+001, 2.116E+001, 9.214E+001, 9.184E+001, 9.069E+001, 9.008E+001, 8.926E+001, 8.928E+001, 8.976E+001, 7.114E+001, 7.574E+001, 9.007E+001, 8.576E+001, 7.430E+001, 7.414E+001, 7.913E+001, 7.933E+001, 6.813E+001, 7.675E+001, 7.677E+001, 6.341E+001, 5.863E+001, 6.961E+001, 5.994E+001, 4.844E+001, 8.405E+001, 7.185E+001, 6.408E+001, 6.831E+001, 5.122E+001, 8.779E+001, 4.585E+001, 6.241E+001, 5.406E+001, 3.791E+001, 4.723E+001, 5.527E+001, 5.133E+001, 3.853E+001, 2.078E-001, 3.870E-004, 7.215E-010, 1.888E-001, 7.510E-003, 2.235E-005, 4.000E+000
 2.200E+002, 6.713E+001, 5.603E+001, 4.376E+001, 3.774E+001, 3.674E+001, 3.431E+001, 3.304E+001, 3.187E+001, 3.139E+001, 2.460E+001, 6.272E+001, 6.273E+001, 4.927E+001, 3.616E+001, 2.950E+001, 2.426E+001, 2.401E+001, 2.437E+001, 2.477E+001, 2.533E+001, 3.327E+001, 1.081E+002, 1.035E+002, 9.343E+001, 7.986E+001, 7.313E+001, 6.941E+001, 6.651E+001, 6.836E+001, 7.480E+001, 8.542E+001, 2.030E+001, 3.638E+001, 3.374E+001, 2.311E+001, 2.061E+001, 2.042E+001, 2.025E+001, 2.003E+001, 1.995E+001, 1.986E+001, 1.983E+001, 8.887E+001, 9.024E+001, 9.019E+001, 9.064E+001, 9.084E+001, 9.073E+001, 9.157E+001, 6.840E+001, 6.799E+001, 7.075E+001, 6.803E+001, 7.042E+001, 6.894E+001, 6.766E+001, 6.842E+001, 6.728E+001, 7.170E+001, 7.735E+001, 5.897E+001, 5.905E+001, 6.376E+001, 6.357E+001, 5.027E+001, 8.190E+001, 7.173E+001, 6.254E+001, 6.688E+001, 5.495E+001, 7.218E+001, 5.413E+001, 6.012E+001, 5.668E+001, 4.420E+001, 5.014E+001, 5.469E+001, 5.041E+001, 3.998E+001, 2.078E-001, 3.869E-004, 4.888E-010, 1.923E-001, 5.919E-003, 1.737E-005, 4.000E+000
 2.300E+002, 6.112E+001, 4.891E+001, 3.631E+001, 2.882E+001, 2.760E+001, 2.729E+001, 2.710E+001, 2.732E+001, 2.801E+001, 2.500E+001, 6.135E+001, 6.755E+001, 6.111E+001, 4.763E+001, 3.956E+001, 3.382E+001, 3.015E+001, 2.780E+001, 2.473E+001, 2.381E+001, 3.408E+001, 1.045E+002, 9.007E+001, 8.191E+001, 7.516E+001, 7.490E+001, 7.471E+001, 7.595E+001, 7.665E+001, 8.742E+001, 9.946E+001, 2.048E+001, 3.723E+001, 3.896E+001, 2.740E+001, 2.066E+001, 1.998E+001, 1.957E+001, 1.930E+001, 1.928E+001, 1.924E+001, 1.925E+001, 7.994E+001, 7.997E+001, 8.015E+001, 8.052E+001, 8.228E+001, 8.361E+001, 8.536E+001, 7.815E+001, 7.625E+001, 6.044E+001, 5.468E+001, 7.504E+001, 6.948E+001, 6.126E+001, 6.442E+001, 6.930E+001, 7.224E+001, 6.805E+001, 6.156E+001, 5.791E+001, 5.431E+001, 5.728E+001, 5.176E+001, 9.272E+001, 7.271E+001, 5.849E+001, 6.007E+001, 5.308E+001, 6.627E+001, 5.049E+001, 4.937E+001, 5.459E+001, 4.851E+001, 4.519E+001, 4.602E+001, 4.825E+001, 4.550E+001, 2.076E-001, 3.872E-004, 2.424E-009, 1.927E-001, 5.819E-003, 1.705E-005, 4.000E+000
 2.400E+002, 5.892E+001, 4.724E+001, 2.937E+001, 2.618E+001, 2.422E+001, 2.379E+001, 2.374E+001, 2.406E+001, 2.479E+001, 2.538E+001, 6.144E+001, 6.966E+001, 6.099E+001, 4.894E+001, 4.105E+001, 3.234E+001, 2.749E+001, 2.592E+001, 2.352E+001, 2.293E+001, 3.484E+001, 1.110E+002, 1.133E+002, 1.034E+002, 9.110E+001, 8.449E+001, 8.511E+001, 9.220E+001, 9.738E+001, 1.091E+002, 1.244E+002, 2.066E+001, 3.519E+001, 3.298E+001, 2.481E+001, 2.033E+001, 1.975E+001, 1.951E+001, 1.920E+001, 1.912E+001, 1.895E+001, 1.903E+001, 8.313E+001, 8.331E+001, 8.361E+001, 8.373E+001, 8.517E+001, 8.515E+001, 8.398E+001, 8.470E+001, 8.751E+001, 6.728E+001, 6.408E+001, 7.306E+001, 7.701E+001, 6.874E+001, 6.771E+001, 5.639E+001, 6.453E+001, 7.230E+001, 6.899E+001, 4.369E+001, 5.227E+001, 6.294E+001, 5.080E+001, 8.547E+001, 6.428E+001, 4.856E+001, 5.912E+001, 5.869E+001, 7.694E+001, 4.207E+001, 4.507E+001, 4.896E+001, 4.802E+001, 3.908E+001, 3.941E+001, 4.179E+001, 4.169E+001, 2.075E-001, 3.867E-004, 9.883E-010, 1.903E-001, 6.659E-003, 1.969E-005, 4.000E+000
 2.500E+002, 6.872E+001, 5.414E+001, 3.294E+001, 2.494E+001, 2.368E+001, 2.343E+001, 2.335E+001, 2.319E+001, 2.348E+001, 2.574E+001, 5.845E+001, 6.305E+001, 5.794E+001, 4.618E+001, 3.627E+001, 3.057E+001, 2.697E+001, 2.630E+001, 2.399E+001, 2.260E+001, 3.553E+001, 1.099E+002, 1.068E+002, 9.550E+001, 8.704E+001, 8.829E+001, 9.277E+001, 9.889E+001, 1.018E+002, 1.091E+002, 1.204E+002, 2.083E+001, 3.531E+001, 3.357E+001, 2.463E+001, 2.018E+001, 1.946E+001, 1.899E+001, 1.870E+001, 1.865E+001, 1.867E+001, 1.879E+001, 7.786E+001, 7.850E+001, 8.154E+001, 8.263E+001, 8.372E+001, 8.457E+001, 8.152E+001, 7.625E+001, 8.969E+001, 7.513E+001, 6.608E+001, 7.092E+001, 6.790E+001, 6.452E+001, 6.658E+001, 6.088E+001, 6.761E+001, 7.020E+001, 6.051E+001, 5.020E+001, 5.835E+001, 6.412E+001, 5.117E+001, 8.163E+001, 6.445E+001, 5.103E+001, 6.532E+001, 5.828E+001, 7.684E+001, 4.172E+001, 5.169E+001, 5.765E+001, 5.342E+001, 3.908E+001, 4.569E+001, 4.952E+001, 4.713E+001, 2.072E-001, 3.864E-004, 2.075E-009, 1.865E-001, 8.124E-003, 2.428E-005, 4.000E+000
 2.600E+002, 5.583E+001, 4.644E+001, 3.200E+001, 2.255E+001, 2.199E+001, 2.208E+001, 2.220E+001, 2.258E+001, 2.317E+001, 2.608E+001, 5.780E+001, 6.416E+001, 5.838E+001, 4.463E+001, 3.793E+001, 3.455E+001, 2.953E+001, 2.820E+001, 2.551E+001, 2.356E+001, 3.616E+001, 1.103E+002, 1.124E+002, 1.044E+002, 9.798E+001, 1.023E+002, 1.105E+002, 1.226E+002, 1.285E+002, 1.433E+002, 1.579E+002, 2.099E+001, 3.577E+001, 3.291E+001, 2.329E+001, 1.951E+001, 1.910E+001, 1.884E+001, 1.878E+001, 1.879E+001, 1.890E+001, 1.895E+001, 7.385E+001, 7.342E+001, 7.361E+001, 7.337E+001, 7.542E+001, 7.717E+001, 8.179E+001, 7.504E+001, 9.011E+001, 8.083E+001, 6.934E+001, 8.020E+001, 7.065E+001, 5.770E+001, 6.559E+001, 6.988E+001, 7.262E+001, 6.695E+001, 5.803E+001, 5.241E+001, 6.176E+001, 6.040E+001, 4.757E+001, 9.109E+001, 7.003E+001, 5.582E+001, 6.293E+001, 5.409E+001, 7.295E+001, 4.592E+001, 5.445E+001, 5.568E+001, 4.811E+001, 4.057E+001, 4.623E+001, 4.864E+001, 4.537E+001, 2.072E-001, 3.861E-004, 1.135E-009, 1.919E-001, 6.181E-003, 1.819E-005, 4.000E+000
 2.700E+002, 5.457E+001, 4.461E+001, 3.301E+001, 2.476E+001, 2.202E+001, 2.220E+001, 2.249E+001, 2.294E+001, 2.354E+001, 2.640E+001, 5.758E+001, 6.380E+001, 5.797E+001, 4.757E+001, 4.184E+001, 3.857E+001, 3.373E+001, 3.250E+001, 2.957E+001, 2.617E+001, 3.672E+001, 1.098E+002, 1.111E+002, 1.021E+002, 9.325E+001, 9.408E+001, 9.976E+001, 1.087E+002, 1.156E+002, 1.361E+002, 1.652E+002, 2.114E+001, 3.551E+001, 3.255E+001, 2.210E+001, 1.923E+001, 1.889E+001, 1.863E+001, 1.856E+001, 1.855E+001, 1.860E+001, 1.870E+001, 7.121E+001, 7.055E+001, 7.099E+001, 7.050E+001, 7.192E+001, 7.489E+001, 7.873E+001, 6.766E+001, 8.325E+001, 7.494E+001, 6.581E+001, 7.530E+001, 7.046E+001, 6.382E+001, 6.445E+001, 6.805E+001, 6.707E+001, 6.423E+001, 5.548E+001, 5.436E+001, 5.752E+001, 5.908E+001, 4.914E+001, 8.652E+001, 7.054E+001, 5.655E+001, 6.047E+001, 4.802E+001, 7.604E+001, 4.453E+001, 5.169E+001, 5.387E+001, 4.435E+001, 3.927E+001, 4.473E+001, 4.734E+001, 4.242E+001, 2.072E-001, 3.859E-004, 4.406E-010, 1.896E-001, 7.101E-003, 2.107E-005, 4.000E+000
